,Length,Most,Average,Unique,WeightLength,WeightUnique,Target
0,67,2,2.0,59,7.0,11.1,0
1,111,11,10.6,52,6.9,10.94,0
2,85,6,3.8,44,18.24,28.94,0
3,184,6,5.0,151,17.89,28.38,0
4,68,8,6.8,38,27.05,42.92,0
5,105,4,3.0,88,17.21,27.31,0
6,93,7,6.0,52,36.14,57.33,0
7,73,10,6.2,37,19.62,31.14,0
8,104,5,3.4,77,6.7,10.63,0
9,176,4,3.2,119,28.92,45.88,0
10,64,13,6.8,32,24.66,39.13,0
11,79,8,6.0,35,6.83,10.83,0
12,114,10,5.8,45,51.16,81.17,0
13,63,4,3.6,37,15.59,24.74,0
14,40,4,3.0,23,7.78,12.35,0
15,145,7,4.6,100,53.13,84.29,0
16,103,10,8.0,35,25.04,39.73,0
17,66,12,8.0,23,17.33,27.5,0
18,167,10,7.2,74,36.92,58.58,0
19,84,19,10.2,33,43.43,68.9,0
20,70,2,2.0,57,4.05,6.43,0
21,56,4,3.0,37,20.68,32.81,0
22,75,9,5.8,34,36.22,57.47,0
23,115,5,3.6,89,8.55,13.56,0
24,95,6,4.0,74,11.6,18.4,0
25,66,3,2.2,60,5.87,9.32,0
26,41,2,1.8,37,0.85,1.35,0
27,137,5,3.2,111,17.22,27.32,0
28,151,16,8.8,85,19.76,31.35,0
29,298,7,6.0,213,54.06,85.78,0
30,95,4,3.4,75,14.68,23.29,0
31,125,13,7.8,58,32.54,51.63,0
32,91,5,4.4,67,22.49,35.69,0
33,239,7,6.0,175,42.94,68.13,0
34,32,2,1.6,29,5.61,8.89,0
35,108,21,11.8,41,45.09,71.53,0
36,68,8,5.0,45,24.94,39.57,0
37,59,5,2.6,51,6.96,11.04,0
38,168,31,13.4,61,22.78,36.14,0
39,45,4,2.4,34,18.38,29.17,0
40,73,5,3.6,46,24.38,38.68,0
41,84,9,6.6,38,20.64,32.75,0
42,125,27,11.6,47,29.4,46.65,0
43,124,25,10.8,52,22.69,36.0,0
44,158,19,11.4,57,46.55,73.86,0
45,133,8,7.2,44,44.27,70.24,0
46,60,6,5.0,30,14.14,22.43,0
47,173,16,11.2,44,55.99,88.83,0
48,108,9,8.0,55,26.73,42.4,0
49,52,6,3.8,35,9.24,14.65,0
50,58,4,2.6,45,12.01,19.06,0
51,104,7,5.4,54,17.3,27.45,0
52,90,8,5.4,51,18.34,29.09,0
53,66,13,7.6,24,14.79,23.47,0
54,65,4,2.8,51,11.08,17.57,0
55,62,7,3.2,48,20.31,32.23,0
56,115,17,10.4,56,14.03,22.26,0
57,57,5,3.4,45,8.31,13.18,0
58,161,20,16.2,60,54.69,86.77,0
59,130,5,4.0,76,27.7,43.95,0
60,173,16,10.4,50,62.59,99.3,0
61,223,17,10.6,140,47.33,75.09,0
62,76,11,5.2,45,17.05,27.05,0
63,132,12,10.6,41,49.04,77.8,0
64,66,15,6.8,33,47.45,75.27,0
65,169,9,7.4,79,56.68,89.93,0
66,107,20,7.8,51,42.49,67.42,0
67,55,7,2.8,46,12.73,20.19,0
68,65,10,6.4,28,27.08,42.97,0
69,249,6,4.4,200,26.16,41.51,0
70,82,10,4.6,54,38.52,61.11,0
71,66,8,4.6,33,29.77,47.22,0
72,132,10,6.6,74,24.54,38.93,0
73,85,6,5.0,43,24.82,39.38,0
74,100,6,4.6,63,26.19,41.55,0
75,73,5,3.4,57,19.07,30.26,0
76,80,5,3.4,55,16.87,26.77,0
77,186,39,23.6,63,37.43,59.38,0
78,79,3,2.2,73,16.01,25.4,0
79,64,13,6.0,31,30.88,49.0,0
80,56,7,3.6,40,8.38,13.3,0
81,146,25,13.6,61,19.68,31.22,0
82,76,8,3.2,64,16.23,25.74,0
83,103,16,10.2,38,56.73,90.01,0
84,112,21,13.2,36,67.11,106.48,0
85,92,11,6.4,55,35.08,55.66,0
86,70,6,5.0,45,18.79,29.81,0
87,84,7,5.0,45,26.22,41.6,0
88,93,10,6.2,51,25.45,40.37,0
89,137,9,6.8,64,66.06,104.81,0
90,87,8,5.6,41,20.11,31.91,0
91,54,3,2.8,39,20.07,31.84,0
92,61,8,6.6,16,26.73,42.41,0
93,66,3,2.4,58,9.99,15.84,0
94,107,7,4.2,81,26.94,42.74,0
95,289,17,10.4,155,103.59,164.36,0
96,47,8,4.0,28,20.2,32.04,0
97,109,13,9.8,40,9.74,15.45,0
98,128,31,16.0,33,38.44,60.98,0
99,287,16,13.0,124,84.15,133.52,0
100,93,9,5.8,47,28.36,44.99,0
101,72,10,7.0,35,49.65,78.77,0
102,105,5,4.2,71,35.63,56.52,0
103,99,11,8.0,30,19.04,30.2,0
104,154,42,21.2,31,124.25,197.13,0
105,68,3,2.2,61,4.91,7.79,0
106,141,15,7.6,73,12.42,19.7,0
107,65,6,4.0,45,29.09,46.15,0
108,60,6,4.2,37,19.08,30.27,0
109,83,9,6.2,43,16.9,26.81,0
110,57,9,4.0,42,16.32,25.9,0
111,143,9,7.4,77,18.95,30.07,0
112,74,10,7.4,30,28.77,45.65,0
113,74,3,2.6,63,17.32,27.47,0
114,124,8,6.2,64,59.5,94.39,0
115,169,21,15.4,59,44.85,71.16,0
116,82,7,5.8,44,32.42,51.43,0
117,58,6,5.2,28,11.91,18.9,0
118,68,6,4.0,45,21.6,34.28,0
119,82,9,5.4,57,25.31,40.15,0
120,67,4,3.8,51,21.9,34.74,0
121,117,9,5.6,68,19.26,30.55,0
122,103,10,6.4,40,22.17,35.18,0
123,227,19,14.6,75,56.96,90.37,0
124,96,11,8.2,49,23.78,37.73,0
125,62,18,6.6,33,13.06,20.71,0
126,103,13,7.8,57,37.07,58.82,0
127,119,8,6.0,60,27.52,43.67,0
128,68,4,3.6,44,9.71,15.4,0
129,65,9,6.0,35,31.62,50.16,0
130,122,6,4.6,75,24.74,39.25,0
131,98,13,7.4,47,49.06,77.84,0
132,70,6,5.2,43,23.15,36.74,0
133,65,6,2.8,54,14.7,23.32,0
134,38,12,4.4,21,4.0,6.34,0
135,106,6,3.4,91,9.18,14.57,0
136,65,15,6.8,31,19.15,30.39,0
137,103,7,4.4,60,13.6,21.57,0
138,192,53,16.8,85,21.54,34.18,0
139,38,4,2.0,33,6.82,10.81,0
140,67,8,5.2,41,21.12,33.5,0
141,54,5,3.6,30,16.18,25.67,0
142,87,9,6.8,43,16.75,26.58,0
143,140,9,7.6,87,58.46,92.76,0
144,100,22,6.8,60,60.1,95.35,0
145,32,3,2.6,16,3.97,6.3,0
146,104,2,2.0,99,12.79,20.29,0
147,71,10,5.4,36,21.47,34.06,0
148,135,12,8.2,61,48.46,76.88,0
149,43,1,1.0,43,1.66,2.63,0
150,50,4,2.6,38,7.12,11.3,0
151,55,5,4.4,35,14.8,23.49,0
152,47,14,5.8,21,8.03,12.74,0
153,141,10,7.6,78,50.77,80.55,0
154,61,6,3.8,31,12.34,19.59,0
155,125,9,6.0,88,49.11,77.92,0
156,69,3,2.2,61,10.85,17.21,0
157,91,20,9.8,40,11.91,18.9,0
158,125,14,10.0,42,45.16,71.64,0
159,94,12,8.6,42,27.21,43.17,0
160,104,19,9.0,45,65.28,103.57,0
161,56,6,2.4,49,12.04,19.1,0
162,75,3,2.4,56,8.39,13.31,0
163,42,5,3.6,25,21.92,34.78,0
164,153,9,6.2,108,16.92,26.84,0
165,47,6,3.2,30,16.43,26.07,0
166,118,18,11.8,38,50.19,79.63,0
167,85,6,4.0,62,3.63,5.76,0
168,79,12,7.2,36,34.75,55.13,0
169,54,8,4.4,22,4.96,7.88,0
170,52,3,2.2,40,16.43,26.07,0
171,117,10,8.4,43,40.18,63.75,0
172,109,10,5.0,76,13.76,21.83,0
173,188,24,10.4,65,32.81,52.05,0
174,89,3,2.2,74,11.32,17.95,0
175,134,8,4.8,76,48.39,76.78,0
176,56,5,2.8,43,14.84,23.55,0
177,105,6,5.2,51,44.04,69.87,0
178,154,12,8.8,71,32.42,51.43,0
179,155,10,4.0,126,22.95,36.41,0
180,96,6,5.8,64,9.16,14.54,0
181,70,4,2.6,58,9.75,15.47,0
182,58,5,3.0,48,13.24,21.0,0
183,92,6,4.4,58,19.58,31.07,0
184,73,4,3.2,38,21.78,34.56,0
185,64,3,2.8,46,19.63,31.15,0
186,102,7,5.2,56,24.64,39.09,0
187,109,12,7.2,55,39.31,62.36,0
188,67,7,5.4,31,7.44,11.8,0
189,77,10,6.2,39,19.0,30.15,0
190,192,15,9.2,92,69.55,110.34,0
191,67,5,4.2,50,12.74,20.21,0
192,61,6,5.6,21,26.09,41.39,0
193,115,15,8.2,64,57.71,91.56,0
194,36,4,3.2,21,13.49,21.4,0
195,73,9,5.4,32,11.47,18.2,0
196,77,5,3.8,55,24.0,38.07,0
197,59,18,7.2,19,24.01,38.09,0
198,124,10,6.8,56,41.63,66.06,0
199,147,17,11.2,71,56.96,90.37,0
200,98,11,7.4,48,35.15,55.77,0
201,72,5,4.0,53,24.46,38.81,0
202,45,3,2.2,39,9.78,15.52,0
203,223,33,18.0,85,88.6,140.57,0
204,175,16,12.0,107,42.39,67.26,0
205,95,8,4.6,50,16.99,26.96,0
206,94,12,7.2,43,23.59,37.43,0
207,196,8,6.8,78,23.01,36.51,0
208,98,10,4.2,74,13.73,21.78,0
209,73,3,2.4,54,15.77,25.02,0
210,77,16,8.6,32,52.84,83.83,0
211,63,11,3.8,42,5.32,8.44,0
212,82,7,3.2,66,11.8,18.72,0
213,87,10,4.8,58,19.11,30.32,0
214,163,10,10.0,58,60.99,96.77,0
215,129,16,11.0,45,47.42,75.24,0
216,54,3,2.2,45,14.7,23.32,0
217,125,12,7.8,58,31.91,50.63,0
218,68,4,3.2,49,16.74,26.56,0
219,223,3,3.0,192,26.68,42.33,0
220,55,3,2.4,39,10.3,16.35,0
221,120,7,6.4,48,36.99,58.68,0
222,119,13,10.6,42,45.7,72.51,0
223,94,7,5.0,61,26.73,42.42,0
224,135,9,5.2,81,25.02,39.69,0
225,49,4,3.0,38,10.72,17.01,0
226,67,11,5.0,39,12.71,20.16,0
227,113,11,7.6,69,41.22,65.4,0
228,56,5,4.0,37,10.38,16.47,0
229,139,9,8.6,63,27.22,43.18,0
230,144,12,7.4,59,50.21,79.66,0
231,57,6,4.8,20,20.35,32.29,0
232,33,5,2.8,18,6.79,10.77,0
233,55,3,2.4,46,7.36,11.67,0
234,177,28,11.0,102,26.41,41.91,0
235,158,26,8.6,97,39.61,62.84,0
236,112,10,5.2,79,19.73,31.31,0
237,66,9,4.8,47,15.48,24.55,0
238,61,3,2.0,56,3.85,6.11,0
239,122,9,6.6,61,45.04,71.46,0
240,35,7,3.2,24,4.37,6.94,0
241,150,9,6.6,79,49.88,79.13,0
242,127,16,12.2,34,11.61,18.43,0
243,50,3,2.2,43,5.75,9.13,0
244,69,9,3.8,54,3.88,6.16,0
245,147,12,7.6,75,40.68,64.54,0
246,41,7,4.2,21,4.57,7.25,0
247,174,3,2.6,153,9.01,14.3,0
248,169,27,9.8,105,55.11,87.43,0
249,88,14,7.8,50,39.46,62.61,0
250,40,5,2.0,35,7.94,12.59,0
251,124,14,11.2,50,25.24,40.05,0
252,70,4,3.8,46,11.13,17.66,0
253,145,11,7.4,66,46.27,73.41,0
254,75,4,3.4,50,34.47,54.69,0
255,55,3,2.2,48,17.95,28.48,0
256,218,20,13.2,59,54.32,86.18,0
257,81,5,3.6,67,15.45,24.5,0
258,124,12,10.0,52,33.13,52.56,0
259,127,16,6.8,86,10.03,15.92,0
260,40,8,3.6,23,7.25,11.5,0
261,54,6,3.0,44,17.19,27.27,0
262,70,5,3.2,46,9.87,15.66,0
263,84,8,5.0,44,14.77,23.44,0
264,130,9,5.0,100,9.21,14.61,0
265,71,7,4.4,41,34.56,54.82,0
266,79,9,5.0,49,5.97,9.47,0
267,87,15,8.2,35,7.38,11.71,0
268,65,8,5.6,29,34.52,54.77,0
269,121,9,7.6,49,27.85,44.19,0
270,100,13,8.2,46,27.5,43.63,0
271,54,4,3.2,35,7.93,12.58,0
272,121,9,7.0,63,29.16,46.26,0
273,92,4,3.4,76,18.62,29.55,0
274,49,3,3.0,32,3.15,4.99,0
275,80,7,6.6,36,37.91,60.15,0
276,69,10,8.0,23,35.09,55.67,0
277,92,9,5.0,65,26.35,41.8,0
278,89,27,13.0,20,5.65,8.97,0
279,113,14,8.0,65,57.98,91.98,0
280,28,5,3.0,15,1.85,2.94,0
281,62,13,7.4,25,9.9,15.7,0
282,105,5,5.0,84,9.88,15.68,0
283,171,12,9.4,78,39.02,61.91,0
284,117,16,12.2,24,89.51,142.01,0
285,49,7,6.2,22,6.99,11.09,0
286,65,12,4.4,42,5.93,9.41,0
287,132,12,7.6,54,28.45,45.14,0
288,66,16,8.6,21,26.65,42.28,0
289,119,25,12.2,56,43.72,69.36,0
290,32,3,2.2,26,13.85,21.98,0
291,109,9,5.4,71,20.65,32.77,0
292,64,4,3.0,48,13.62,21.61,0
293,72,4,3.2,42,19.17,30.41,0
294,62,7,4.2,45,9.27,14.71,0
295,81,4,4.0,41,19.62,31.13,0
296,52,5,4.8,22,23.6,37.45,0
297,87,9,5.6,57,16.82,26.69,0
298,142,15,6.6,84,25.62,40.65,0
299,38,3,2.2,32,9.92,15.74,0
300,36,2,1.2,35,7.21,11.45,0
301,114,13,7.6,59,16.47,26.12,0
302,93,10,6.8,46,46.96,74.51,0
303,99,8,4.8,71,12.68,20.11,0
304,46,4,2.4,39,19.38,30.75,0
305,55,4,2.6,34,16.66,26.44,0
306,90,8,7.4,47,22.49,35.68,0
307,147,15,8.2,64,49.85,79.09,0
308,192,12,10.0,86,85.52,135.69,0
309,118,7,4.0,84,24.65,39.11,0
310,118,5,3.8,75,37.66,59.75,0
311,77,4,3.8,39,19.54,31.01,0
312,63,3,3.0,45,9.9,15.71,0
313,108,5,3.0,94,5.43,8.61,0
314,164,10,7.8,101,49.32,78.26,0
315,85,8,5.8,49,18.69,29.65,0
316,120,16,7.8,57,17.25,27.38,0
317,139,12,8.0,80,14.99,23.78,0
318,75,9,5.6,46,14.63,23.21,0
319,35,4,2.6,27,3.72,5.9,0
320,36,3,2.0,31,4.0,6.34,0
321,43,6,3.4,31,23.55,37.36,0
322,123,20,13.2,26,46.1,73.14,0
323,47,8,4.2,22,27.31,43.33,0
324,79,15,8.4,27,8.77,13.91,0
325,105,6,4.4,52,8.65,13.72,0
326,224,15,8.0,161,32.98,52.32,0
327,71,2,2.0,63,5.93,9.41,0
328,57,4,3.2,39,18.9,29.99,0
329,107,6,3.6,84,19.86,31.51,0
330,94,23,9.4,40,16.75,26.58,0
331,100,11,6.2,55,16.42,26.04,0
332,76,4,2.6,65,16.1,25.55,0
333,89,13,5.0,56,11.82,18.75,0
334,72,9,5.6,43,41.5,65.83,0
335,197,35,22.4,61,20.49,32.5,0
336,119,11,6.8,49,66.06,104.81,0
337,195,24,15.2,85,39.55,62.75,0
338,77,8,4.4,39,20.61,32.71,0
339,69,4,3.8,46,18.91,30.01,0
340,101,12,7.0,52,19.31,30.64,0
341,126,6,5.4,70,33.62,53.34,0
342,96,4,2.4,85,18.19,28.86,0
343,73,15,8.8,24,44.04,69.87,0
344,62,4,2.4,55,5.2,8.24,0
345,143,27,15.4,52,37.69,59.8,0
346,46,7,3.2,35,7.79,12.35,0
347,75,6,4.6,36,31.09,49.33,0
348,153,12,11.2,48,70.09,111.21,0
349,142,5,3.6,108,36.69,58.21,0
350,106,8,4.8,55,18.1,28.72,0
351,125,21,10.6,60,14.86,23.57,0
352,144,12,7.4,67,31.54,50.05,0
353,146,10,7.0,56,26.45,41.96,0
354,94,8,5.4,47,21.69,34.41,0
355,173,12,8.4,71,35.11,55.7,0
356,99,18,9.0,52,12.32,19.55,0
357,44,5,2.8,34,17.87,28.35,0
358,35,3,2.2,19,0.37,0.58,0
359,87,9,5.0,44,11.09,17.6,0
360,165,18,11.0,76,90.09,142.94,0
361,37,4,2.6,29,5.49,8.71,0
362,73,6,4.0,51,24.33,38.61,0
363,55,2,1.6,52,7.66,12.15,0
364,282,84,24.2,139,226.1,358.72,0
365,82,16,7.2,50,8.55,13.57,0
366,92,6,4.8,49,41.43,65.73,0
367,141,8,4.8,93,8.33,13.22,0
368,40,7,2.2,34,7.47,11.85,0
369,128,24,13.6,50,38.63,61.29,0
370,101,9,6.4,49,5.57,8.83,0
371,68,9,4.8,47,17.35,27.53,0
372,134,8,4.8,75,27.74,44.01,0
373,52,3,2.6,42,10.12,16.06,0
374,219,60,19.0,68,91.61,145.34,0
375,43,6,3.6,24,1.31,2.08,0
376,39,5,3.2,21,3.88,6.15,0
377,105,5,4.6,68,24.71,39.2,0
378,99,15,9.4,26,17.92,28.43,0
379,139,9,6.6,91,8.23,13.06,0
380,119,7,6.0,77,23.44,37.19,0
381,77,7,5.0,39,22.48,35.67,0
382,201,29,20.2,71,25.91,41.11,0
383,76,9,4.4,32,8.75,13.89,0
384,58,3,2.2,47,10.58,16.78,0
385,99,5,4.0,68,16.16,25.64,0
386,57,7,4.8,35,33.42,53.02,0
387,132,22,14.4,22,61.59,97.72,0
388,139,5,4.2,102,24.59,39.01,0
389,79,8,6.0,41,34.9,55.37,0
390,67,4,3.4,43,20.16,31.99,0
391,78,5,4.0,45,10.55,16.74,0
392,64,8,3.4,42,7.29,11.56,0
393,66,5,3.8,40,4.85,7.7,0
394,63,8,4.4,37,12.2,19.35,0
395,168,18,12.8,61,27.77,44.06,0
396,112,8,6.8,63,21.9,34.74,0
397,92,15,8.0,42,26.08,41.38,0
398,79,5,4.0,55,32.25,51.16,0
399,58,6,3.6,43,28.51,45.23,0
400,35,4,2.0,30,0.85,1.34,0
401,81,4,2.8,60,20.33,32.26,0
402,62,4,2.8,52,8.25,13.08,0
403,41,5,3.4,23,8.54,13.54,0
404,85,9,8.2,32,14.2,22.54,0
405,81,5,3.4,57,12.27,19.47,0
406,114,26,16.4,26,71.4,113.28,0
407,77,5,3.6,46,22.84,36.24,0
408,42,2,1.8,38,1.45,2.29,0
409,250,7,5.6,173,47.92,76.03,0
410,108,12,6.2,75,20.04,31.8,0
411,72,4,2.6,59,7.73,12.26,0
412,83,9,7.4,37,24.59,39.01,0
413,92,13,6.8,51,18.39,29.17,0
414,42,2,2.0,35,3.91,6.21,0
415,64,6,5.4,27,18.79,29.82,0
416,88,13,9.4,40,25.24,40.05,0
417,69,3,2.2,55,7.46,11.83,0
418,54,5,3.4,40,17.28,27.41,0
419,65,4,3.2,34,3.79,6.02,0
420,81,13,7.4,31,61.39,97.39,0
421,67,3,2.6,52,21.77,34.54,0
422,50,2,1.8,46,9.87,15.65,0
423,146,10,6.4,79,20.85,33.08,0
424,113,6,4.8,70,35.11,55.7,0
425,232,6,4.8,192,43.89,69.64,0
426,60,5,3.2,46,10.8,17.14,0
427,138,19,10.2,43,45.65,72.42,0
428,82,9,7.4,41,46.18,73.27,0
429,110,9,3.4,97,13.55,21.49,0
430,96,13,7.6,49,35.9,56.96,0
431,62,7,5.8,18,4.84,7.69,0
432,54,4,3.0,42,17.47,27.71,0
433,194,12,6.4,135,25.88,41.06,0
434,42,3,2.6,34,7.58,12.02,0
435,80,4,2.6,67,29.03,46.06,0
436,147,9,6.6,99,25.03,39.71,0
437,34,12,4.2,17,8.72,13.84,0
438,68,4,3.0,44,23.42,37.16,0
439,128,7,6.0,70,34.59,54.89,0
440,80,10,7.2,25,16.51,26.19,0
441,74,4,2.6,63,10.72,17.01,0
442,70,15,6.2,39,26.27,41.69,0
443,66,4,3.8,42,6.22,9.86,0
444,63,6,5.4,32,23.85,37.84,0
445,93,9,6.4,49,18.35,29.11,0
446,79,3,2.6,66,16.92,26.84,0
447,111,9,4.8,76,26.67,42.31,0
448,65,16,6.4,37,5.0,7.93,0
449,75,5,3.4,62,11.34,17.99,0
450,68,5,3.4,49,20.6,32.69,0
451,37,2,1.4,35,1.3,2.06,0
452,47,7,4.4,26,9.72,15.42,0
453,193,41,13.0,103,24.3,38.56,0
454,158,20,9.4,106,20.92,33.19,0
455,47,3,2.4,35,5.96,9.45,0
456,76,11,4.2,57,16.18,25.68,0
457,122,12,7.0,71,41.54,65.9,0
458,40,8,2.6,32,5.31,8.42,0
459,64,10,5.6,21,23.88,37.88,0
460,108,10,7.4,60,26.41,41.9,0
461,130,8,6.0,71,23.46,37.21,0
462,95,7,5.4,61,18.66,29.61,0
463,90,9,5.4,40,28.42,45.08,0
464,83,10,7.4,42,19.05,30.22,0
465,117,10,8.6,65,32.35,51.33,0
466,112,3,2.4,88,15.63,24.8,0
467,51,6,3.8,29,18.58,29.49,0
468,133,24,9.8,53,21.68,34.4,0
469,122,6,4.4,66,23.76,37.7,0
470,124,10,8.2,63,26.5,42.05,0
471,117,4,3.4,95,18.02,28.59,0
472,124,6,3.2,101,12.41,19.69,0
473,150,13,10.8,70,17.95,28.47,0
474,75,9,5.4,45,14.54,23.07,0
475,71,4,3.2,41,10.69,16.96,0
476,37,3,2.0,32,1.77,2.81,0
477,162,13,9.2,93,22.84,36.24,0
478,66,7,3.4,50,27.5,43.63,0
479,100,9,6.0,71,6.67,10.59,0
480,89,15,8.4,40,36.55,58.0,0
481,79,6,3.8,57,15.73,24.96,0
482,66,5,3.8,48,29.15,46.25,0
483,348,24,12.2,195,69.9,110.9,0
484,100,6,4.8,69,18.77,29.78,0
485,120,5,3.6,78,29.48,46.76,0
486,120,10,7.8,54,49.3,78.22,0
487,115,8,5.8,50,36.51,57.92,0
488,38,4,1.6,35,5.11,8.11,0
489,95,7,5.8,53,32.02,50.79,0
490,117,7,5.2,84,27.23,43.2,0
491,44,3,2.2,37,4.98,7.91,0
492,56,7,4.0,39,20.64,32.74,0
493,101,5,3.8,71,24.2,38.4,0
494,74,3,2.4,64,8.89,14.11,0
495,93,6,4.2,65,25.76,40.87,0
496,85,4,2.2,79,10.29,16.33,0
497,64,2,2.0,49,2.76,4.39,0
498,116,9,6.8,55,28.07,44.54,0
499,73,6,5.2,41,28.33,44.95,0
500,64,8,4.8,37,14.22,22.56,0
501,92,8,5.0,53,17.52,27.79,0
502,68,10,6.0,37,38.37,60.88,0
503,75,7,4.8,47,21.43,34.01,0
504,123,17,9.8,48,26.78,42.49,0
505,85,9,5.6,43,21.71,34.44,0
506,51,7,5.0,28,9.08,14.41,0
507,141,15,7.6,96,26.51,42.06,0
508,313,19,11.0,210,57.75,91.62,0
509,132,12,8.4,41,23.84,37.83,0
510,67,9,5.4,43,15.28,24.25,0
511,203,31,12.0,130,14.11,22.39,0
512,75,7,5.4,41,23.78,37.72,0
513,46,6,4.0,23,23.28,36.94,0
514,73,15,5.6,34,18.78,29.79,0
515,84,6,4.6,39,4.03,6.39,0
516,85,18,8.6,47,13.39,21.25,0
517,134,19,14.2,46,19.31,30.63,0
518,168,30,17.0,63,44.86,71.18,0
519,113,16,8.6,66,5.92,9.39,0
520,51,7,4.2,31,19.08,30.27,0
521,44,3,2.2,38,10.86,17.23,0
522,117,13,8.2,58,24.47,38.82,0
523,67,8,5.4,43,3.49,5.54,0
524,77,4,3.0,64,14.02,22.25,0
525,38,4,2.0,33,5.83,9.25,0
526,60,6,5.0,29,20.7,32.84,0
527,122,24,11.0,32,33.6,53.31,0
528,149,5,3.4,116,26.89,42.66,0
529,238,13,7.6,158,52.75,83.7,0
530,89,16,5.8,53,17.84,28.31,0
531,35,1,1.0,35,8.78,13.93,0
532,116,8,7.0,85,11.44,18.16,0
533,120,16,7.8,46,19.6,31.09,0
534,56,6,2.8,40,8.29,13.16,0
535,80,13,5.6,53,6.9,10.94,0
536,69,8,5.8,41,27.21,43.17,0
537,73,7,4.0,58,7.9,12.53,0
538,128,11,8.2,72,28.31,44.92,0
539,90,6,4.2,56,22.59,35.84,0
540,119,21,10.2,52,20.62,32.71,0
541,77,6,3.2,59,9.88,15.67,0
542,66,6,4.0,37,24.95,39.59,0
543,90,3,2.4,80,22.5,35.7,0
544,80,12,5.6,53,27.56,43.72,0
545,50,4,2.6,33,8.13,12.9,0
546,186,9,5.6,116,21.81,34.6,0
547,147,12,10.2,63,77.66,123.21,0
548,69,5,3.0,56,24.97,39.61,0
549,125,3,2.6,107,15.78,25.04,0
550,91,18,6.2,42,18.88,29.96,0
551,288,15,8.4,204,52.51,83.31,0
552,62,6,4.2,24,27.82,44.13,0
553,32,3,2.0,27,13.97,22.17,0
554,99,10,5.8,65,29.76,47.22,0
555,20,3,2.6,12,7.97,12.65,0
556,171,27,16.2,57,46.41,73.62,0
557,116,6,5.6,51,14.31,22.7,0
558,50,5,4.0,33,12.02,19.08,0
559,109,7,5.6,57,20.99,33.3,0
560,105,15,8.2,47,33.74,53.54,0
561,105,10,6.2,70,8.95,14.2,0
562,228,7,5.8,166,56.25,89.25,0
563,265,49,19.0,129,48.27,76.57,0
564,69,6,4.2,48,21.46,34.05,0
565,92,15,8.8,36,45.93,72.87,0
566,81,4,3.4,62,20.37,32.32,0
567,42,3,2.2,24,2.77,4.4,0
568,245,7,4.8,199,31.67,50.25,0
569,69,11,5.8,29,26.89,42.66,0
570,58,5,3.8,33,23.02,36.52,0
571,99,4,3.0,88,14.42,22.87,0
572,26,4,3.0,16,7.18,11.39,0
573,71,6,5.6,42,8.03,12.73,0
574,106,12,7.6,51,30.5,48.38,0
575,83,6,4.6,42,15.92,25.26,0
576,120,17,7.6,60,31.35,49.74,0
577,91,12,6.2,35,21.75,34.51,0
578,95,6,4.0,72,14.56,23.11,0
579,124,6,3.8,83,30.14,47.82,0
580,99,7,4.6,67,21.6,34.27,0
581,147,20,11.0,70,40.38,64.07,0
582,58,5,3.0,46,13.91,22.07,0
583,91,18,10.0,24,14.71,23.34,0
584,40,8,4.6,18,31.85,50.54,0
585,62,3,2.6,47,18.47,29.31,0
586,120,13,7.6,62,9.29,14.75,0
587,135,15,9.8,49,24.02,38.11,0
588,68,11,4.0,41,6.78,10.75,0
589,50,6,3.6,31,8.96,14.21,0
590,95,7,5.4,66,39.52,62.7,0
591,89,5,4.6,40,26.78,42.49,0
592,38,4,2.6,27,13.62,21.61,0
593,112,3,2.2,101,15.65,24.83,0
594,34,7,2.6,26,1.75,2.78,0
595,84,6,4.8,40,23.7,37.6,0
596,78,6,4.6,56,23.11,36.67,0
597,86,6,5.8,46,26.67,42.31,0
598,91,11,6.0,55,23.59,37.43,0
599,79,9,6.0,39,19.81,31.43,0
600,67,7,5.2,34,17.94,28.46,0
601,73,8,5.6,42,11.44,18.14,0
602,71,10,5.2,36,17.13,27.18,0
603,120,4,3.4,94,18.15,28.8,0
604,144,19,11.6,68,34.78,55.18,0
605,82,6,4.4,38,25.45,40.38,0
606,49,4,3.2,36,4.94,7.84,0
607,55,5,3.2,43,9.37,14.86,0
608,42,5,2.2,36,20.9,33.16,0
609,52,3,2.2,44,12.69,20.13,0
610,138,15,5.4,83,14.24,22.59,0
611,59,7,4.2,36,13.96,22.15,0
612,108,13,10.4,41,34.03,53.99,0
613,144,13,9.0,55,61.04,96.84,0
614,53,9,4.4,27,6.15,9.76,0
615,96,12,7.6,42,30.35,48.15,0
616,114,9,4.8,65,15.37,24.38,0
617,107,16,13.4,22,54.53,86.52,0
618,49,5,4.4,21,14.31,22.7,0
619,108,5,4.4,78,35.54,56.39,0
620,140,10,9.0,59,60.71,96.32,0
621,122,22,10.8,51,55.01,87.28,0
622,83,4,2.8,70,9.65,15.31,0
623,78,7,4.8,53,23.67,37.56,0
624,63,15,7.2,30,13.9,22.06,0
625,216,7,4.4,180,30.86,48.96,0
626,61,13,6.6,31,39.3,62.35,0
627,58,6,3.0,46,14.38,22.81,0
628,61,2,2.0,49,1.95,3.09,0
629,98,15,7.4,43,37.72,59.84,0
630,53,15,6.2,25,7.38,11.7,0
631,93,21,10.6,41,29.06,46.1,0
632,59,4,3.6,44,16.35,25.94,0
633,59,10,3.8,40,7.45,11.83,0
634,69,7,4.2,47,22.94,36.4,0
