,Length,Most,Average,Unique,WeightLength,WeightUnique,Target
4236,96,5,4.8,37,29.5,46.81,1
4237,55,7,4.6,32,23.74,37.66,1
4238,167,19,11.4,67,40.89,64.88,1
4239,60,8,3.6,43,9.19,14.59,1
4240,154,28,14.6,61,69.25,109.87,1
4241,161,17,9.4,102,46.3,73.46,1
4242,84,4,3.2,60,37.55,59.58,1
4243,74,12,7.6,31,41.27,65.47,1
4244,80,8,7.0,43,36.08,57.24,1
4245,85,12,6.2,44,35.84,56.86,1
4246,156,22,12.6,62,57.83,91.76,1
4247,72,8,6.0,26,18.41,29.21,1
4248,87,6,4.8,51,34.0,53.95,1
4249,96,12,6.8,54,36.54,57.98,1
4250,347,22,13.6,168,62.6,99.32,1
4251,177,46,22.2,60,47.55,75.44,1
4252,96,16,9.4,41,45.36,71.96,1
4253,203,15,9.6,107,62.54,99.22,1
4254,256,54,26.8,73,138.21,219.28,1
4255,109,3,3.0,80,41.96,66.58,1
4256,146,22,17.2,42,82.27,130.52,1
4257,195,12,9.4,74,55.76,88.46,1
4258,179,16,11.8,63,66.84,106.05,1
4259,171,30,10.0,97,36.74,58.28,1
4260,83,20,12.2,25,18.18,28.84,1
4261,302,42,20.8,149,81.2,128.83,1
4262,161,5,3.0,135,28.48,45.19,1
4263,391,50,32.0,157,131.93,209.32,1
4264,102,4,3.8,66,39.52,62.7,1
4265,151,22,13.0,62,54.71,86.81,1
4266,146,20,11.6,52,98.88,156.88,1
4267,71,8,6.4,29,13.16,20.88,1
4268,128,11,7.0,71,25.16,39.91,1
4269,102,14,9.4,50,15.6,24.75,1
4270,275,73,24.8,111,126.66,200.95,1
4271,94,4,2.8,77,17.79,28.23,1
4272,88,4,3.8,57,12.03,19.08,1
4273,160,13,11.6,47,71.87,114.03,1
4274,155,20,15.8,60,38.95,61.79,1
4275,68,13,6.0,40,32.15,51.02,1
4276,79,4,3.2,38,17.83,28.29,1
4277,149,16,6.8,86,22.34,35.45,1
4278,108,6,5.0,59,43.59,69.16,1
4279,124,18,8.6,62,68.25,108.28,1
4280,46,5,3.6,32,17.52,27.8,1
4281,40,3,2.8,23,1.4,2.23,1
4282,147,18,11.6,61,48.11,76.33,1
4283,231,48,16.8,102,138.9,220.37,1
4284,79,9,4.4,41,16.77,26.61,1
4285,171,28,16.6,68,72.72,115.38,1
4286,311,16,15.2,169,60.29,95.65,1
4287,218,18,14.6,64,124.34,197.27,1
4288,58,7,5.6,30,13.4,21.27,1
4289,157,8,4.4,111,41.03,65.09,1
4290,67,5,3.8,48,15.92,25.27,1
4291,124,9,6.0,72,60.79,96.45,1
4292,153,13,9.0,87,30.84,48.94,1
4293,111,15,9.2,48,13.56,21.52,1
4294,160,41,12.2,67,37.67,59.77,1
4295,106,9,6.2,46,38.36,60.86,1
4296,87,10,5.4,51,54.95,87.18,1
4297,110,25,12.0,50,16.25,25.78,1
4298,84,7,5.0,40,16.15,25.63,1
4299,118,8,6.0,57,30.58,48.52,1
4300,147,11,8.4,56,25.55,40.54,1
4301,113,8,4.4,82,20.2,32.06,1
4302,131,8,4.4,90,10.01,15.89,1
4303,102,11,7.4,54,44.91,71.26,1
4304,257,37,17.2,86,128.2,203.39,1
4305,136,18,8.8,62,39.9,63.31,1
4306,149,32,12.8,82,3.41,5.42,1
4307,70,18,8.2,24,22.08,35.04,1
4308,144,40,19.0,39,75.19,119.29,1
4309,72,9,5.2,42,26.01,41.27,1
4310,71,10,4.2,55,13.69,21.72,1
4311,75,11,8.8,34,8.72,13.84,1
4312,143,16,10.4,56,44.81,71.09,1
4313,112,14,6.6,47,52.51,83.31,1
4314,125,10,6.8,64,17.55,27.85,1
4315,106,13,9.8,43,24.33,38.61,1
4316,97,7,4.2,63,11.31,17.95,1
4317,194,9,6.6,98,44.27,70.25,1
4318,82,12,7.6,41,42.13,66.85,1
4319,41,3,2.6,29,6.14,9.74,1
4320,69,8,5.2,37,11.3,17.93,1
4321,91,21,9.0,35,36.71,58.24,1
4322,176,16,10.2,73,56.35,89.41,1
4323,183,88,25.2,35,34.81,55.23,1
4324,232,20,13.6,96,66.12,104.91,1
4325,100,7,4.8,72,28.84,45.76,1
4326,91,7,5.4,53,18.18,28.85,1
